Year,m,d,Time,Time zone,Cloud amount (1/8),Precipitation amount (mm),Precipitation intensity (mm/h),Air temperature (degC)
2016,6,7,20:40,UTC,1,,0,13.5
2016,6,7,20:50,UTC,0,,0,13.4
2016,6,7,21:00,UTC,0,0,0,13.3
2016,6,7,21:10,UTC,0,,0,13.3
2016,6,7,21:20,UTC,0,,0,13.2
2016,6,7,21:30,UTC,0,,0,13.1
2016,6,7,21:40,UTC,0,,0,13.1
2016,6,7,21:50,UTC,0,,0,13.1
2016,6,7,22:00,UTC,1,0,0,13
2016,6,7,22:10,UTC,3,,0,13.1
2016,6,7,22:20,UTC,3,,0,13.1
2016,6,7,22:30,UTC,5,,0,13.2
2016,6,7,22:40,UTC,7,,0,13.2
2016,6,7,22:50,UTC,7,,0,13.3
2016,6,7,23:00,UTC,7,0,0,13.2
2016,6,7,23:10,UTC,7,,0,13.2
2016,6,7,23:20,UTC,7,,0,13.2
2016,6,7,23:30,UTC,7,,0,13.2
2016,6,7,23:40,UTC,7,,0,13.2
2016,6,7,23:50,UTC,7,,0,13.2
2016,6,8,00:00,UTC,5,0,0,13.2
2016,6,8,00:10,UTC,7,,0,13.2
2016,6,8,00:20,UTC,7,,0,13.3
2016,6,8,00:30,UTC,8,,0,13.3
2016,6,8,00:40,UTC,8,,0,13.3
2016,6,8,00:50,UTC,7,,0,13.4
2016,6,8,01:00,UTC,7,0,0,13.4
2016,6,8,01:10,UTC,7,,0,13.5
2016,6,8,01:20,UTC,7,,0,13.4
2016,6,8,01:30,UTC,7,,0,13.4
2016,6,8,01:40,UTC,7,,0,13.3
2016,6,8,01:50,UTC,7,,0,13.3
2016,6,8,02:00,UTC,7,0,0,13.3
2016,6,8,02:10,UTC,5,,0,13.3
2016,6,8,02:20,UTC,5,,0,13.4
2016,6,8,02:30,UTC,5,,0,13.4
2016,6,8,02:40,UTC,3,,0,13.5
2016,6,8,02:50,UTC,3,,0,13.5
2016,6,8,03:00,UTC,3,0,0,13.6
2016,6,8,03:10,UTC,3,,0,13.7
2016,6,8,03:20,UTC,1,,0,13.7
2016,6,8,03:30,UTC,3,,0,13.9
2016,6,8,03:40,UTC,3,,0,14.3
2016,6,8,03:50,UTC,5,,0,14.2
2016,6,8,04:00,UTC,7,0,0,14.2
2016,6,8,04:10,UTC,7,,0,14.2
2016,6,8,04:20,UTC,3,,5.9,13.6
2016,6,8,04:30,UTC,5,,3.8,13.4
2016,6,8,04:40,UTC,5,,3.5,13.3
2016,6,8,04:50,UTC,7,,6.1,13.2
2016,6,8,05:00,UTC,7,3.2,0.1,13.2
2016,6,8,05:10,UTC,7,,0.5,13.3
2016,6,8,05:20,UTC,7,,0.3,13.4
2016,6,8,05:30,UTC,5,,0.9,13.4
2016,6,8,05:40,UTC,3,,1.5,13.5
2016,6,8,05:50,UTC,3,,1.6,13.5
2016,6,8,06:00,UTC,3,0.9,0.7,13.5
2016,6,8,06:10,UTC,5,,0.4,13.5
2016,6,8,06:20,UTC,5,,0.8,13.5
2016,6,8,06:30,UTC,7,,0,13.5
2016,6,8,06:40,UTC,7,,0,13.6
2016,6,8,06:50,UTC,7,,0,13.6
2016,6,8,07:00,UTC,5,0.7,2.9,13.5
2016,6,8,07:10,UTC,5,,3.5,13.5
2016,6,8,07:20,UTC,5,,2,13.5
2016,6,8,07:30,UTC,5,,0.9,13.5
2016,6,8,07:40,UTC,5,,0.4,13.3
2016,6,8,07:50,UTC,5,,0,13
2016,6,8,08:00,UTC,7,1.1,0,12.9
2016,6,8,08:10,UTC,7,,0,13
2016,6,8,08:20,UTC,7,,0,13
2016,6,8,08:30,UTC,7,,0,13
2016,6,8,08:40,UTC,5,,0.4,12.8
2016,6,8,08:50,UTC,3,,0.7,12.5
2016,6,8,09:00,UTC,3,0.3,0.6,12.3
2016,6,8,09:10,UTC,1,,0.9,12.1
2016,6,8,09:20,UTC,3,,0.7,11.9
2016,6,8,09:30,UTC,3,,0.6,11.8
2016,6,8,09:40,UTC,3,,0.5,11.9
2016,6,8,09:50,UTC,5,,0.1,12
2016,6,8,10:00,UTC,5,0.5,0,12.1
2016,6,8,10:10,UTC,7,,0,12.1
2016,6,8,10:20,UTC,7,,0,12.2
2016,6,8,10:30,UTC,7,,0,12.3
2016,6,8,10:40,UTC,5,,0,12.3
2016,6,8,10:50,UTC,5,,0,12.3
2016,6,8,11:00,UTC,5,0,0,12.6
2016,6,8,11:10,UTC,5,,0,12.4
2016,6,8,11:20,UTC,3,,0,13.1
2016,6,8,11:30,UTC,5,,0,13.3
2016,6,8,11:40,UTC,3,,0,13.4
2016,6,8,11:50,UTC,3,,0,14.2
2016,6,8,12:00,UTC,1,0,0,13.6
2016,6,8,12:10,UTC,1,,0,13.6
2016,6,8,12:20,UTC,1,,0,13.1
2016,6,8,12:30,UTC,1,,0,14
2016,6,8,12:40,UTC,1,,0,14.1
2016,6,8,12:50,UTC,1,,0,14.1
2016,6,8,13:00,UTC,0,0,0,14.5
2016,6,8,13:10,UTC,0,,0,14.8
2016,6,8,13:20,UTC,0,,0,15.1
2016,6,8,13:30,UTC,0,,0,15.1
2016,6,8,13:40,UTC,0,,0,15.1
2016,6,8,13:50,UTC,0,,0,15
2016,6,8,14:00,UTC,0,0,0,14.8
2016,6,8,14:10,UTC,0,,0,14.8
2016,6,8,14:20,UTC,0,,0,14.8
2016,6,8,14:30,UTC,0,,0,14.8
2016,6,8,14:40,UTC,0,,0,14.6
2016,6,8,14:50,UTC,0,,0,14.7
2016,6,8,15:00,UTC,0,0,0,14.7
2016,6,8,15:10,UTC,0,,0,14
2016,6,8,15:20,UTC,0,,0,13.8
2016,6,8,15:30,UTC,0,,0,13.9
2016,6,8,15:40,UTC,0,,0,13.5
2016,6,8,15:50,UTC,0,,0,13.3
2016,6,8,16:00,UTC,0,0,0,13.2
2016,6,8,16:10,UTC,0,,0,13.4
2016,6,8,16:20,UTC,0,,0,12.8
2016,6,8,16:30,UTC,0,,0,12.6
2016,6,8,16:40,UTC,0,,0,12.6
2016,6,8,16:50,UTC,1,,0,12.8
2016,6,8,17:00,UTC,1,0,0,12.7
2016,6,8,17:10,UTC,1,,0,12.7
2016,6,8,17:20,UTC,0,,0,12.5
2016,6,8,17:30,UTC,1,,0,12.6
2016,6,8,17:40,UTC,0,,0,12.3
2016,6,8,17:50,UTC,0,,0,12.2
2016,6,8,18:00,UTC,0,0,0,12.1
2016,6,8,18:10,UTC,0,,0,11.9
2016,6,8,18:20,UTC,0,,0,11.8
2016,6,8,18:30,UTC,0,,0,11.7
2016,6,8,18:40,UTC,0,,0,11.5
2016,6,8,18:50,UTC,0,,0,11.4
2016,6,8,19:00,UTC,0,0,0,11.3
2016,6,8,19:10,UTC,0,,0,11.1
2016,6,8,19:20,UTC,0,,0,11.1
2016,6,8,19:30,UTC,0,,0,11
2016,6,8,19:40,UTC,0,,0,10.9
2016,6,8,19:50,UTC,0,,0,10.7
2016,6,8,20:00,UTC,0,0,0,10.6
2016,6,8,20:10,UTC,0,,0,10.4
2016,6,8,20:20,UTC,0,,0,10.4
2016,6,8,20:30,UTC,0,,0,10.2
2016,6,8,20:40,UTC,0,,0,10.2
2016,6,8,20:50,UTC,0,,0,10
2016,6,8,21:00,UTC,0,0,0,10.1
2016,6,8,21:10,UTC,0,,0,10.1
2016,6,8,21:20,UTC,0,,0,10.1
2016,6,8,21:30,UTC,0,,0,10
2016,6,8,21:40,UTC,0,,0,9.9
2016,6,8,21:50,UTC,0,,0,9.7
2016,6,8,22:00,UTC,0,0,0,9.6
2016,6,8,22:10,UTC,1,,0,9.5
2016,6,8,22:20,UTC,1,,0,9.3
2016,6,8,22:30,UTC,1,,0,9.2
2016,6,8,22:40,UTC,3,,0,9.3
2016,6,8,22:50,UTC,5,,0,9.4
2016,6,8,23:00,UTC,7,0,0,9.4
2016,6,8,23:10,UTC,7,,0,9.3
2016,6,8,23:20,UTC,7,,0,9.2
2016,6,8,23:30,UTC,7,,0,9
2016,6,8,23:40,UTC,7,,0,9.1
2016,6,8,23:50,UTC,7,,0,9
2016,6,9,00:00,UTC,7,0,0,9
2016,6,9,00:10,UTC,8,,0,9.1
2016,6,9,00:20,UTC,8,,0,9.1
2016,6,9,00:30,UTC,7,,0,8.9
2016,6,9,00:40,UTC,7,,0,8.8
2016,6,9,00:50,UTC,7,,0,8.8
2016,6,9,01:00,UTC,7,0,0,8.7
2016,6,9,01:10,UTC,5,,0,8.6
2016,6,9,01:20,UTC,3,,0,8.6
2016,6,9,01:30,UTC,1,,0,8.5
2016,6,9,01:40,UTC,1,,0,8.5
2016,6,9,01:50,UTC,1,,0,8.5
2016,6,9,02:00,UTC,1,0,0,8.5
2016,6,9,02:10,UTC,0,,0,8.5
2016,6,9,02:20,UTC,0,,0,8.5
2016,6,9,02:30,UTC,0,,0,8.6
2016,6,9,02:40,UTC,0,,0,8.6
2016,6,9,02:50,UTC,0,,0,8.7
2016,6,9,03:00,UTC,0,0,0,8.7
2016,6,9,03:10,UTC,0,,0,8.8
2016,6,9,03:20,UTC,0,,0,8.8
2016,6,9,03:30,UTC,0,,0,9
2016,6,9,03:40,UTC,0,,0,9
2016,6,9,03:50,UTC,0,,0,9.1
2016,6,9,04:00,UTC,0,0,0,9.3
2016,6,9,04:10,UTC,0,,0,9.6
2016,6,9,04:20,UTC,0,,0,9.6
2016,6,9,04:30,UTC,0,,0,9.7
2016,6,9,04:40,UTC,0,,0,9.8
2016,6,9,04:50,UTC,0,,0,9.9
2016,6,9,05:00,UTC,0,0,0,9.9
2016,6,9,05:10,UTC,1,,0,10
2016,6,9,05:20,UTC,3,,0,9.9
2016,6,9,05:30,UTC,3,,0,10.1
2016,6,9,05:40,UTC,3,,0,10.3
2016,6,9,05:50,UTC,3,,0,10
2016,6,9,06:00,UTC,3,0,0,10.1
2016,6,9,06:10,UTC,3,,0,10.7
2016,6,9,06:20,UTC,5,,0,10.8
2016,6,9,06:30,UTC,5,,0,10.4
2016,6,9,06:40,UTC,7,,0,10.2
2016,6,9,06:50,UTC,7,,0,10.4
2016,6,9,07:00,UTC,5,0,0,10.8
2016,6,9,07:10,UTC,7,,0,10.7
2016,6,9,07:20,UTC,7,,0,10.4
2016,6,9,07:30,UTC,7,,0,11.3
2016,6,9,07:40,UTC,7,,0,11.1
2016,6,9,07:50,UTC,7,,0,11
2016,6,9,08:00,UTC,7,0,0,10.8
2016,6,9,08:10,UTC,7,,0,11
2016,6,9,08:20,UTC,7,,0,10.9
2016,6,9,08:30,UTC,7,,0,10.9
2016,6,9,08:40,UTC,7,,0,10.9
2016,6,9,08:50,UTC,7,,0,10.9
2016,6,9,09:00,UTC,7,0,0,11
2016,6,9,09:10,UTC,7,,0,11
2016,6,9,09:20,UTC,7,,0,11.4
2016,6,9,09:30,UTC,7,,0,11.1
2016,6,9,09:40,UTC,7,,0,11.2
2016,6,9,09:50,UTC,7,,0,11.4
2016,6,9,10:00,UTC,7,0,0,11
2016,6,9,10:10,UTC,7,,0,11.2
2016,6,9,10:20,UTC,7,,0,11.4
2016,6,9,10:30,UTC,7,,0,11.3
2016,6,9,10:40,UTC,7,,0,12
2016,6,9,10:50,UTC,7,,0,11.6
2016,6,9,11:00,UTC,7,0,0,11.3
2016,6,9,11:10,UTC,7,,0,11.4
2016,6,9,11:20,UTC,7,,0,11.3
2016,6,9,11:30,UTC,7,,0,11.4
2016,6,9,11:40,UTC,7,,0,11.5
2016,6,9,11:50,UTC,7,,0,11.6
2016,6,9,12:00,UTC,7,0,0,11.8
2016,6,9,12:10,UTC,7,,0,11.7
2016,6,9,12:20,UTC,7,,0,11.1
2016,6,9,12:30,UTC,8,,0,10.9
2016,6,9,12:40,UTC,7,,0,10.7
2016,6,9,12:50,UTC,7,,0,11.1
2016,6,9,13:00,UTC,7,0,0,11
2016,6,9,13:10,UTC,7,,0,10.6
2016,6,9,13:20,UTC,7,,0,11.2
2016,6,9,13:30,UTC,7,,0,11.1
2016,6,9,13:40,UTC,7,,0,10.5
2016,6,9,13:50,UTC,7,,0,11
2016,6,9,14:00,UTC,7,0,0,11.7
2016,6,9,14:10,UTC,7,,0,10.7
2016,6,9,14:20,UTC,7,,0,10.6
2016,6,9,14:30,UTC,5,,0,11.4
2016,6,9,14:40,UTC,7,,0,10.7
2016,6,9,14:50,UTC,7,,0,10.8
2016,6,9,15:00,UTC,7,0,0,10.9
2016,6,9,15:10,UTC,7,,0,11.2
2016,6,9,15:20,UTC,7,,0,11
2016,6,9,15:30,UTC,7,,0,10.8
2016,6,9,15:40,UTC,7,,0,10.7
2016,6,9,15:50,UTC,8,,0,10.6
2016,6,9,16:00,UTC,7,0,0,10.8
2016,6,9,16:10,UTC,7,,0,10.7
2016,6,9,16:20,UTC,7,,0,10.6
2016,6,9,16:30,UTC,7,,0,11.2
2016,6,9,16:40,UTC,5,,0,11.2
2016,6,9,16:50,UTC,3,,0,11.3
2016,6,9,17:00,UTC,1,0,0,11.1
2016,6,9,17:10,UTC,0,,0,10.8
2016,6,9,17:20,UTC,1,,0,10.8
2016,6,9,17:30,UTC,1,,0,10.9
2016,6,9,17:40,UTC,1,,0,10.7
2016,6,9,17:50,UTC,0,,0,10.5
2016,6,9,18:00,UTC,0,0,0,10.4
2016,6,9,18:10,UTC,1,,0,10.5
2016,6,9,18:20,UTC,3,,0,10.4
2016,6,9,18:30,UTC,3,,0,10.3
2016,6,9,18:40,UTC,1,,0,10.1
2016,6,9,18:50,UTC,1,,0,10.1
2016,6,9,19:00,UTC,0,0,0,9.9
2016,6,9,19:10,UTC,0,,0,9.8
2016,6,9,19:20,UTC,0,,0,9.6
2016,6,9,19:30,UTC,1,,0,9.5
2016,6,9,19:40,UTC,1,,0,9.6
2016,6,9,19:50,UTC,5,,0,9.5
2016,6,9,20:00,UTC,3,0,0,9.4
2016,6,9,20:10,UTC,5,,0,9.4
2016,6,9,20:20,UTC,5,,0,9.5
2016,6,9,20:30,UTC,7,,0,9.5
2016,6,9,20:40,UTC,7,,0,9.4
2016,6,9,20:50,UTC,7,,0,9.1
2016,6,9,21:00,UTC,3,0,0,9.1
2016,6,9,21:10,UTC,5,,0,9.2
2016,6,9,21:20,UTC,5,,0,9.1
2016,6,9,21:30,UTC,7,,0,9.1
2016,6,9,21:40,UTC,7,,0,9
2016,6,9,21:50,UTC,7,,0,9
2016,6,9,22:00,UTC,7,0,0,8.9
2016,6,9,22:10,UTC,7,,0,8.9
2016,6,9,22:20,UTC,8,,0,8.9
2016,6,9,22:30,UTC,7,,0,8.8
2016,6,9,22:40,UTC,7,,0,8.8
2016,6,9,22:50,UTC,7,,0,8.9
2016,6,9,23:00,UTC,7,0,0,8.7
2016,6,9,23:10,UTC,7,,0,8.7
2016,6,9,23:20,UTC,8,,0,8.6
2016,6,9,23:30,UTC,7,,0,8.6
2016,6,9,23:40,UTC,7,,0,8.6
2016,6,9,23:50,UTC,7,,0,8.6
2016,6,10,00:00,UTC,7,0,0,8.5
2016,6,10,00:10,UTC,7,,0,8.5
2016,6,10,00:20,UTC,7,,0,8.4
2016,6,10,00:30,UTC,7,,0,8.4
2016,6,10,00:40,UTC,7,,0,8.4
2016,6,10,00:50,UTC,7,,0,8.3
2016,6,10,01:00,UTC,7,0,0,8.3
2016,6,10,01:10,UTC,7,,0,8.1
2016,6,10,01:20,UTC,7,,0,7.9
2016,6,10,01:30,UTC,7,,0,7.6
2016,6,10,01:40,UTC,7,,0,7.5
2016,6,10,01:50,UTC,7,,0,7.5
2016,6,10,02:00,UTC,7,0,0,7.5
2016,6,10,02:10,UTC,7,,0,7.3
2016,6,10,02:20,UTC,7,,0,7.3
2016,6,10,02:30,UTC,7,,0,7.8
2016,6,10,02:40,UTC,7,,0,7.8
2016,6,10,02:50,UTC,7,,0,8.2
2016,6,10,03:00,UTC,7,0,0,8.2
2016,6,10,03:10,UTC,7,,0,8.1
2016,6,10,03:20,UTC,7,,0,8.2
2016,6,10,03:30,UTC,7,,0,8.4
2016,6,10,03:40,UTC,7,,0,8.5
2016,6,10,03:50,UTC,7,,0,8.5
2016,6,10,04:00,UTC,7,0,0,8.5
2016,6,10,04:10,UTC,7,,0,8.6
2016,6,10,04:20,UTC,7,,0,8.8
2016,6,10,04:30,UTC,7,,0,8.8
2016,6,10,04:40,UTC,7,,0,9
2016,6,10,04:50,UTC,7,,0,9.1
2016,6,10,05:00,UTC,3,0,0,10.1
2016,6,10,05:10,UTC,1,,0,10.6
2016,6,10,05:20,UTC,0,,0,10.8
2016,6,10,05:30,UTC,0,,0,11.4
2016,6,10,05:40,UTC,0,,0,11.2
2016,6,10,05:50,UTC,1,,0,11.8
2016,6,10,06:00,UTC,1,0,0,11.8
2016,6,10,06:10,UTC,1,,0,11.8
2016,6,10,06:20,UTC,1,,0,11.6
2016,6,10,06:30,UTC,1,,0,11.4
2016,6,10,06:40,UTC,3,,0,11.5
2016,6,10,06:50,UTC,5,,0,11.7
2016,6,10,07:00,UTC,7,0,0,11.8
2016,6,10,07:10,UTC,5,,0,11.7
2016,6,10,07:20,UTC,3,,0,11.7
2016,6,10,07:30,UTC,5,,0,12.1
2016,6,10,07:40,UTC,5,,0,11.1
2016,6,10,07:50,UTC,7,,0,10.4
2016,6,10,08:00,UTC,7,0,0,10.1
2016,6,10,08:10,UTC,7,,0,9.9
2016,6,10,08:20,UTC,7,,0,9.8
2016,6,10,08:30,UTC,7,,0,9.4
2016,6,10,08:40,UTC,5,,0,9.3
2016,6,10,08:50,UTC,5,,0,9.1
2016,6,10,09:00,UTC,5,0,0,9.9
2016,6,10,09:10,UTC,7,,0,10.5
2016,6,10,09:20,UTC,7,,0,10.4
2016,6,10,09:30,UTC,7,,0,10.2
2016,6,10,09:40,UTC,7,,0,9.8
2016,6,10,09:50,UTC,5,,0.5,8.5
2016,6,10,10:00,UTC,3,0.4,2,8.4
2016,6,10,10:10,UTC,3,,0.7,9
2016,6,10,10:20,UTC,3,,0.1,10.1
2016,6,10,10:30,UTC,5,,0,10.1
2016,6,10,10:40,UTC,3,,0,10.9
2016,6,10,10:50,UTC,1,,0,10.3
2016,6,10,11:00,UTC,1,0.1,0,11.4
2016,6,10,11:10,UTC,1,,0,11.4
2016,6,10,11:20,UTC,3,,0,11
2016,6,10,11:30,UTC,5,,0,11.6
2016,6,10,11:40,UTC,3,,0,11.4
2016,6,10,11:50,UTC,1,,0,12.1
2016,6,10,12:00,UTC,0,0,0,11.9
2016,6,10,12:10,UTC,0,,0,12.7
2016,6,10,12:20,UTC,0,,0,11.9
2016,6,10,12:30,UTC,0,,0,11.2
2016,6,10,12:40,UTC,0,,0,11.2
2016,6,10,12:50,UTC,0,,0,11.1
2016,6,10,13:00,UTC,0,0,0,11.1
2016,6,10,13:10,UTC,0,,0,10.9
2016,6,10,13:20,UTC,0,,0,11
2016,6,10,13:30,UTC,1,,0,10.9
2016,6,10,13:40,UTC,1,,0,10.8
2016,6,10,13:50,UTC,1,,0,10.8
2016,6,10,14:00,UTC,1,0,0,11.1
2016,6,10,14:10,UTC,1,,0,11.2
2016,6,10,14:20,UTC,0,,0,11.5
2016,6,10,14:30,UTC,0,,0,11.6
2016,6,10,14:40,UTC,1,,0,11.4
2016,6,10,14:50,UTC,1,,0,11.3
2016,6,10,15:00,UTC,1,0,0,11.4
2016,6,10,15:10,UTC,1,,0,11.4
2016,6,10,15:20,UTC,1,,0,11.8
2016,6,10,15:30,UTC,1,,0,11.3
2016,6,10,15:40,UTC,0,,0,11.4
2016,6,10,15:50,UTC,0,,0,11.1
2016,6,10,16:00,UTC,0,0,0,11.1
2016,6,10,16:10,UTC,0,,0,10.9
2016,6,10,16:20,UTC,0,,0,10.6
2016,6,10,16:30,UTC,0,,0,10.8
2016,6,10,16:40,UTC,0,,0,10.9
2016,6,10,16:50,UTC,0,,0,10.8
2016,6,10,17:00,UTC,0,0,0,10.7
2016,6,10,17:10,UTC,0,,0,10.7
2016,6,10,17:20,UTC,0,,0,10.6
2016,6,10,17:30,UTC,0,,0,10.5
2016,6,10,17:40,UTC,0,,0,10.4
2016,6,10,17:50,UTC,0,,0,10.5
2016,6,10,18:00,UTC,1,0,0,10.4
2016,6,10,18:10,UTC,1,,0,10.4
2016,6,10,18:20,UTC,1,,0,10.2
2016,6,10,18:30,UTC,0,,0,10
2016,6,10,18:40,UTC,0,,0,9.9
2016,6,10,18:50,UTC,0,,0,9.7
2016,6,10,19:00,UTC,0,0,0,9.3
2016,6,10,19:10,UTC,0,,0,9.4
2016,6,10,19:20,UTC,0,,0,9.4
2016,6,10,19:30,UTC,0,,0,9.4
2016,6,10,19:40,UTC,0,,0,9.3
2016,6,10,19:50,UTC,0,,0,9.1
2016,6,10,20:00,UTC,0,0,0,8.8
2016,6,10,20:10,UTC,1,,0,8.6
2016,6,10,20:20,UTC,1,,0,8.6
2016,6,10,20:30,UTC,1,,0,8.3
2016,6,10,20:40,UTC,0,,0,7.9
2016,6,10,20:50,UTC,0,,0,8.1
2016,6,10,21:00,UTC,0,0,0,8.2
2016,6,10,21:10,UTC,0,,0,8.2
2016,6,10,21:20,UTC,0,,0,8.2
2016,6,10,21:30,UTC,0,,0,8
2016,6,10,21:40,UTC,0,,0,8.4
2016,6,10,21:50,UTC,0,,0,8.5
2016,6,10,22:00,UTC,0,0,0,8.5
2016,6,10,22:10,UTC,0,,0,8.3
2016,6,10,22:20,UTC,0,,0,8
2016,6,10,22:30,UTC,0,,0,7.7
2016,6,10,22:40,UTC,0,,0,7.3
2016,6,10,22:50,UTC,0,,0,7.3
2016,6,10,23:00,UTC,0,0,0,7
2016,6,10,23:10,UTC,0,,0,6.7
2016,6,10,23:20,UTC,0,,0,7.3
2016,6,10,23:30,UTC,0,,0,7.9
2016,6,10,23:40,UTC,0,,0,7.8
2016,6,10,23:50,UTC,0,,0,7.6
2016,6,11,00:00,UTC,0,0,0,7.6
2016,6,11,00:10,UTC,0,,0,7.2
2016,6,11,00:20,UTC,0,,0,6.9
2016,6,11,00:30,UTC,0,,0,6.8
2016,6,11,00:40,UTC,0,,0,6.9
2016,6,11,00:50,UTC,0,,0,7.1
2016,6,11,01:00,UTC,0,0,0,6.8
2016,6,11,01:10,UTC,0,,0,6.7
2016,6,11,01:20,UTC,0,,0,6.6
2016,6,11,01:30,UTC,0,,0,6.8
2016,6,11,01:40,UTC,0,,0,6.8
2016,6,11,01:50,UTC,0,,0,6.7
2016,6,11,02:00,UTC,0,0,0,6.5
2016,6,11,02:10,UTC,0,,0,6.4
2016,6,11,02:20,UTC,0,,0,6.3
2016,6,11,02:30,UTC,0,,0,6.5
2016,6,11,02:40,UTC,0,,0,6.6
2016,6,11,02:50,UTC,0,,0,6.8
2016,6,11,03:00,UTC,0,0,0,7.1
2016,6,11,03:10,UTC,0,,0,7.2
2016,6,11,03:20,UTC,0,,0,7.6
2016,6,11,03:30,UTC,0,,0,7.8
2016,6,11,03:40,UTC,0,,0,8.4
2016,6,11,03:50,UTC,0,,0,9.1
2016,6,11,04:00,UTC,0,0,0,9.6
2016,6,11,04:10,UTC,0,,0,9.8
2016,6,11,04:20,UTC,0,,0,10.5
2016,6,11,04:30,UTC,0,,0,10.2
2016,6,11,04:40,UTC,0,,0,10.8
2016,6,11,04:50,UTC,0,,0,11
2016,6,11,05:00,UTC,0,0,0,11
2016,6,11,05:10,UTC,0,,0,11.4
2016,6,11,05:20,UTC,0,,0,11.8
2016,6,11,05:30,UTC,0,,0,11.8
2016,6,11,05:40,UTC,0,,0,12.2
2016,6,11,05:50,UTC,0,,0,12.4
2016,6,11,06:00,UTC,0,0,0,13
2016,6,11,06:10,UTC,0,,0,12.5
2016,6,11,06:20,UTC,1,,0,13.1
2016,6,11,06:30,UTC,1,,0,13
2016,6,11,06:40,UTC,1,,0,13.3
2016,6,11,06:50,UTC,1,,0,13.3
2016,6,11,07:00,UTC,1,0,0,13.4
2016,6,11,07:10,UTC,3,,0,13.6
2016,6,11,07:20,UTC,1,,0,13.7
2016,6,11,07:30,UTC,3,,0,14.9
2016,6,11,07:40,UTC,3,,0,14.9
2016,6,11,07:50,UTC,5,,0,13.1
2016,6,11,08:00,UTC,3,0,0,13.7
2016,6,11,08:10,UTC,1,,0,14
2016,6,11,08:20,UTC,1,,0,14.2
2016,6,11,08:30,UTC,1,,0,14.6
2016,6,11,08:40,UTC,1,,0,14.6
2016,6,11,08:50,UTC,1,,0,13.6
2016,6,11,09:00,UTC,3,0,0,13.7
2016,6,11,09:10,UTC,3,,0,13.9
2016,6,11,09:20,UTC,3,,0,14.3
2016,6,11,09:30,UTC,3,,0,14.3
2016,6,11,09:40,UTC,3,,0,15.1
2016,6,11,09:50,UTC,1,,0,14.8
2016,6,11,10:00,UTC,1,0,0,14.9
2016,6,11,10:10,UTC,3,,0,14.4
2016,6,11,10:20,UTC,3,,0,14.7
2016,6,11,10:30,UTC,3,,0,15.3
2016,6,11,10:40,UTC,3,,0,15
2016,6,11,10:50,UTC,3,,0,14.8
2016,6,11,11:00,UTC,5,0,0,15.6
2016,6,11,11:10,UTC,5,,0,15.4
2016,6,11,11:20,UTC,3,,0,16
2016,6,11,11:30,UTC,3,,0,15.9
2016,6,11,11:40,UTC,3,,0,16
2016,6,11,11:50,UTC,3,,0,15.8
2016,6,11,12:00,UTC,5,0,0,15.9
2016,6,11,12:10,UTC,5,,0,16.1
2016,6,11,12:20,UTC,5,,0,15.5
2016,6,11,12:30,UTC,3,,0,16.2
2016,6,11,12:40,UTC,3,,0,16
2016,6,11,12:50,UTC,3,,0,16
2016,6,11,13:00,UTC,5,0,0,15.8
2016,6,11,13:10,UTC,5,,0,16.3
2016,6,11,13:20,UTC,5,,0,16.4
2016,6,11,13:30,UTC,5,,0,15.8
2016,6,11,13:40,UTC,3,,0,16.1
2016,6,11,13:50,UTC,5,,0,16
2016,6,11,14:00,UTC,5,0,0,15.7
2016,6,11,14:10,UTC,7,,0,15.7
2016,6,11,14:20,UTC,7,,0,15.8
2016,6,11,14:30,UTC,7,,0,15.7
2016,6,11,14:40,UTC,7,,0,15.8
2016,6,11,14:50,UTC,5,,0,15.8
2016,6,11,15:00,UTC,5,0,0,15.7
2016,6,11,15:10,UTC,5,,0,15.8
2016,6,11,15:20,UTC,5,,0,15.7
2016,6,11,15:30,UTC,5,,0,15.5
2016,6,11,15:40,UTC,5,,0,16
2016,6,11,15:50,UTC,5,,0,15.9
2016,6,11,16:00,UTC,5,0,0,15.5
2016,6,11,16:10,UTC,3,,0,15.5
2016,6,11,16:20,UTC,5,,0,16
2016,6,11,16:30,UTC,5,,0,15.6
2016,6,11,16:40,UTC,7,,0,15.3
2016,6,11,16:50,UTC,7,,0,15.1
2016,6,11,17:00,UTC,5,0,0,15
2016,6,11,17:10,UTC,3,,0,14.8
2016,6,11,17:20,UTC,1,,0,14.8
2016,6,11,17:30,UTC,1,,0,14.8
2016,6,11,17:40,UTC,5,,0,14.8
2016,6,11,17:50,UTC,5,,0,14.9
2016,6,11,18:00,UTC,3,0,0,14.8
2016,6,11,18:10,UTC,3,,0,14.5
2016,6,11,18:20,UTC,5,,0,14.7
2016,6,11,18:30,UTC,5,,0,14.6
2016,6,11,18:40,UTC,7,,0,14.4
2016,6,11,18:50,UTC,7,,0,14.3
2016,6,11,19:00,UTC,7,0,0,14.1
2016,6,11,19:10,UTC,7,,0,14.1
2016,6,11,19:20,UTC,8,,0,14
2016,6,11,19:30,UTC,8,,0,13.9
2016,6,11,19:40,UTC,8,,0,13.7
2016,6,11,19:50,UTC,7,,0,13.5
2016,6,11,20:00,UTC,7,0,0,13.4
2016,6,11,20:10,UTC,7,,0,13.1
2016,6,11,20:20,UTC,7,,0,12.9
2016,6,11,20:30,UTC,5,,0,12.4
2016,6,11,20:40,UTC,3,,0,12.1
2016,6,11,20:50,UTC,5,,0,11.9
